cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio
34686533346,SANTIAGO CRENNA S A,1996-06-05-00:00,SOCIEDAD ANONIMA,2020-04-29-15:41,,CORDOBA,RIO CUARTO,RUTA 8 KM 608,0,,, 5800,CONFIRMADO,CORDOBA,RIO CUARTO,RUTA 8 KM 608,0,,, 5800,CONFIRMADO
34686533419,MAX SUR SA,1996-07-10-00:00,SOCIEDAD ANONIMA,2018-11-13-16:01,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,629,01,002, 1003,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,629,01,002, 1003,CONFIRMADO
34686933387,NOFEMA S R L,1996-02-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:09,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SOLER,3599,,, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SOLER,3599,,, 1425,NO CONFIRMADO
34687133376,CODYSUR SA,1996-10-16-00:00,SOCIEDAD ANONIMA,2018-11-13-16:25,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,KENNEDY JOHN F.,2842,01,G, 1425,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,KENNEDY JOHN F.,2842,01,G, 1425,NO CONFIRMADO
34688133345,ASOCIACION SURE#A DE ARBITROS DE VOLEIBOL,1997-06-30-00:00,ASOCIACION CIVIL,2021-05-03-10:18,,BUENOS AIRES,BAHIA BLANCA,COPAHUE,312,,, 8000,CONFIRMADO,BUENOS AIRES,BAHIA BLANCA,COPAHUE,312,,, 8000,CONFIRMADO
34688233358,FANCON SA,1997-10-20-00:00,SOCIEDAD ANONIMA,2021-05-13-15:24,,BUENOS AIRES,LOMAS DE ZAMORA,ESPAÑA,389,6,B, 1832,DECLARADO,BUENOS AIRES,LOMAS DE ZAMORA,ESPA#A,393,,, 1832,CONFIRMADO
34688333360,SE IN CO S R L,1997-04-04-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-19:47,,BUENOS AIRES,CAMPANA,SALMINI,975,,, 2804,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MITRE BARTOLOME,226,06,, 1036,NO CONFIRMADO
34688533386,TRIMAKERS SA,1997-05-20-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRANKLIN,779,08,B, 1405,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRANKLIN,779,08,B, 1405,NO CONFIRMADO
34697633482,MARTISAM SA,,,,,,,,,,,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAFINUR,0,,, 1425,NO CONFIRMADO
33717142379,GRUPO SUR ENERGIA S.A.,2020-12-16-12:00,SOCIEDAD ANONIMA,2021-06-07-22:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GODOY CRUZ,2449,9,901, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GODOY CRUZ,2449,9,901, 1425,DECLARADO
33717142409,GUEPIR CONSTRUCTORA E INMOBILIARIA,2021-04-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONROE,3955,,, 1430,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONROE,3955,,, 1430,DECLARADO
33717142689,COOP DE TRABAJO LA FAVELA LTDA,2013-08-14-00:00,COOPERATIVA,2021-06-01-22:12,,CHACO,RESISTENCIA,AV. LAPRIDA Y CALLE 12,1,,, 3500,DECLARADO,CHACO,RESISTENCIA,AV. LAPRIDA Y CALLE 12,1,,, 3500,DECLARADO
33717142719,PRESTIGE AUTOS,2021-05-03-12:27,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:17,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECUADOR,544,,, 1214,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ECUADOR,544,,, 1214,DECLARADO
33717142859,FIDARG,2021-03-18-00:00,SOCIEDAD ANONIMA,2021-05-04-20:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,1455,7,F, 1050,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,1455,7,F, 1050,DECLARADO
33717142999,AL PASO ASOCIACION CIVIL,2020-11-04-12:00,ASOCIACION CIVIL,2021-06-01-22:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUATEMALA,6061,8,B, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GUATEMALA,6061,8,B, 1425,DECLARADO
33717143049,JUA. CAN. MAN. METALES S.A.S.,2021-03-11-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-07-14:33,,MENDOZA,SAN FRANCISCO DEL MONTE,JUAN G. GODOY,874,,, 5503,DECLARADO,MENDOZA,SAN FRANCISCO DEL MONTE,JUAN G. GODOY,874,,, 5503,DECLARADO
33717143189,ALUMET ABERTURAS S.A.S.,2021-04-16-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-07-14:33,,LA PAMPA,GENERAL PICO,CALLE 107,1155,,, 6360,CONFIRMADO,CORDOBA,RIO CUARTO,GENERAL JOSE DE SAN MARTIN,428,,, 5800,DECLARADO
33717143219,COR S.A.S.,2021-04-23-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:18,,CORDOBA,RIO CUARTO,SUIPACHA,437,,, 5800,DECLARADO,CORDOBA,RIO CUARTO,SUIPACHA,437,,, 5800,DECLARADO
33717143359,TECHBUILDING SRL,2020-12-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-05-04:31,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTILLO CATULO,2630,3,B, 1261,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTILLO CATULO,2630,3,B, 1261,DECLARADO
33717143499,PACIENTES DE CORAZON ASOCIACION CIVIL,2019-08-01-00:00,ASOCIACION CIVIL,2021-06-01-22:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RUIZ DE LOS LLANOS,1213,,, 1408,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RUIZ DE LOS LLANOS,1213,,, 1408,DECLARADO
33717143529,FEDERACION ARGENTINA DE REHABILITACION INTEGRAL - FADERI,2020-08-12-00:00,ASOCIACION CIVIL,2021-05-05-04:31,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SOLER,3945,,, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SOLER,3945,,, 1425,DECLARADO
33717143669,ELEVEN CORPORATION S.R.L.,2021-03-04-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-15-15:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,3553,3,10, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,3553,3,10, 1425,DECLARADO
33717143839,OCHOBAHNE SRL,2021-03-19-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:27,,SANTA FE,FUNES,MONTEVIDEO,536,,, 2132,DECLARADO,SANTA FE,FUNES,MONTEVIDEO,536,,, 2132,DECLARADO
33717143979,INTIENERGY S.A.S.,2021-02-02-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:00,,SAN JUAN,POCITO RINCONADA,RUTA 40 ENTRE 6 Y 7,0,,, 5429,DECLARADO,SAN JUAN,POCITO RINCONADA,RUTA 4O ENTRE 6 Y 7,0,,, 5429,DECLARADO
33717144029,CATALEYA BUILDING,2021-04-21-15:25,SOCIEDAD POR ACCION SIMPLIFICADA,2021-05-05-04:31,,BUENOS AIRES,BENAVIDEZ,ARISTOBULO DEL VALLE,4591,,, 1621,DECLARADO,BUENOS AIRES,BENAVIDEZ,ARISTOBULO DEL VALLE,4591,,, 1621,DECLARADO
33717144169,CABALLERO GERMAN MATIAS Y CABALLERO HERNAN OMAR SOCIEDADES LEY 19550 CAPITULO I SECCION IV,2020-12-15-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-01-22:24,,LA PAMPA,SANTA ROSA,M. DUARTE,175,,, 6300,DECLARADO,LA PAMPA,SANTA ROSA,M. DUARTE,175,,, 6300,DECLARADO
33717144339,CASABEL ECOM,2021-04-16-00:00,SOCIEDAD ANONIMA,2021-05-04-20:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1386,9,, 1043,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1386,9,, 1043,DECLARADO
33717144479,FUNDACION BANA,2020-05-12-12:00,FUNDACION,2021-06-01-22:06,,CHACO,RESISTENCIA,PASAJE MARMOL,2965,,, 3500,DECLARADO,CHACO,RESISTENCIA,PASAJE MARMOL,2965,,, 3500,DECLARADO
33717144509,CETRINET MALVINAS,2021-02-08-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-04-20:20,,BUENOS AIRES,MALVINAS ARGENTINAS (ALTE BROWN),ARTIGAS,3593,,, 1851,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,697,1,G, 1007,DECLARADO
33717144649,ISOSCELES MANTENIMIENTO SRL,2021-03-04-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:13,,BUENOS AIRES,CASTELAR,DR RAMON SANTAMARINA,338,,3, 1712,DECLARADO,BUENOS AIRES,CASTELAR,DR.SANTAMARINA,338,,3, 1712,DECLARADO
33717144819,GRUPO TEM,2021-04-05-12:52,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-10-08:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SERRANO,1460,0,0, 1414,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SERRANO,1460,0,0, 1414,DECLARADO
33717144959,LIRIO SEGURIDAD Y VIGILANCIA SA,2019-09-23-00:00,SOCIEDAD ANONIMA,2021-05-07-04:31,,BUENOS AIRES,MAR DEL PLATA SUR,LEONARDO ROSALES,6674,,, 7600,DECLARADO,BUENOS AIRES,MAR DEL PLATA SUR,LEONARDO ROSALES,6674,,, 7600,DECLARADO
33717145009,GRAMPA TRES ARROYOS ASOCIACION CIVIL,2020-11-10-00:00,ASOCIACION CIVIL,2021-05-10-04:31,,BUENOS AIRES,TRES ARROYOS,AVENIDA MONTEAGUDO,2000,,, 7500,DECLARADO,BUENOS AIRES,TRES ARROYOS,AVENIDA MONTEAGUDO,2000,,, 7500,DECLARADO
33717145149,INTERLAGEN S.R.L.,2021-04-26-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:06,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PRINGLES,685,,, 1183,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PRINGLES,685,,, 1183,DECLARADO
33717145289,SAL FINA SOCIEDAD DE LA SECCION IV DE LA LEY DE SOCIEDADES 19550,2021-03-16-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-01-22:25,,BUENOS AIRES,MONTE GRANDE,HILARIO ASCASUBI,342,,, 1842,DECLARADO,BUENOS AIRES,MONTE GRANDE,HILARIO ASCASUBI,342,,, 1842,DECLARADO
33717145459,TRANSPORTE LOS OLIVOS S.R.L.,2021-02-19-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:17,,SANTA FE,IBARLUCEA,COLECTORA AVDA. 25 DE MAYO,3765,,, 2142,DECLARADO,SANTA FE,IBARLUCEA,COLECTORA AVDA. 25 DE MAYO,3765,,, 2142,DECLARADO
33717145629,ASOCIACION CIVIL CANDELEROSRUGBY CLUB,2019-07-31-00:00,ASOCIACION CIVIL,2021-06-01-22:06,,BUENOS AIRES,CASTELLI,JUJUY,46,,, 7114,DECLARADO,BUENOS AIRES,CASTELLI,JUJUY,46,,, 7114,DECLARADO
33717145769,STONE AND ROCKS SA,2020-07-02-12:00,SOCIEDAD ANONIMA,2021-06-01-22:12,,MENDOZA,MALARGUE,SAN MARTIN,909,,, 5613,DECLARADO,MENDOZA,MALARGUE,SAN MARTIN,909,,, 5613,DECLARADO
33717145939,FARMACIA LUQUE 5897 S.C.S,2021-01-28-00:00,SOCIEDAD EN COMANDITA SIMPLE,2021-06-01-22:24,,BUENOS AIRES,GREGORIO DE LAFERRERE,LUQUE,5897,,, 1757,DECLARADO,BUENOS AIRES,GREGORIO DE LAFERRERE,LUQUE,5897,,, 1757,DECLARADO
33717146099,CORPORACION INTEGRAL LEX S.A.,2020-12-21-00:00,SOCIEDAD ANONIMA,2021-06-01-22:23,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,316,4,406, 1013,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,316,4,406, 1013,DECLARADO
33717146129,FEEL FREE CONSTRUCCIONES S.R.L.,2021-04-28-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-04-22:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,2322,2,B, 1123,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,2322,2,B, 1123,DECLARADO
33717146609,REFUGIO CONTAINERS S.R.L,2021-02-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:01,,BUENOS AIRES,MAR DEL PLATA SUR,PRIMERA JUNTA,1651,,, 7600,DECLARADO,BUENOS AIRES,MAR DEL PLATA SUR,PRIMERA JUNTA,1651,,, 7600,DECLARADO
33717146749,AUTO TIENDA S.A.S.,2021-04-28-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:25,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BARADERO,358,PB,1, 1407,DECLARADO POR INTERNET,CORDOBA,CERRO DE LAS ROSAS            *,RIVAS APOLINARIO,1309,,, 5009,DECLARADO
33717146889,VALEIGNA S.A.S.,2021-04-26-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-15-22:01,,CORDOBA,VICUÑA MACKENNA,INTENDENTE LORENZO GOMEZ,664,,, 6140,DECLARADO,CORDOBA,VICUÑA MACKENNA,INTENDENTE LORENZO GOMEZ,664,,, 6140,DECLARADO
33717146919,TIENDACHICA,2021-04-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-07-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARENALES,1601,,, 1061,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARENALES,1601,,, 1061,DECLARADO
33717147079,SEM INGENIERIA Y OBRAS SAS,2021-03-19-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:23,,NEUQUEN,NEUQUEN,28 JUNIO,585,,, 8300,DECLARADO,NEUQUEN,NEUQUEN,28 DE JUNIO,585,,, 8300,DECLARADO
33717147109,MADRAZA S.A.S.,2020-11-24-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-05-08:12,,MENDOZA,MENDOZA CIUDAD,MITRE,1440,,, 5500,DECLARADO,MENDOZA,MENDOZA CIUDAD,MITRE,1440,,, 5500,DECLARADO
33717147389,RAIES JOSE LUIS BIENES RAICES SOCIEDAD ANONIMA,2020-11-27-00:00,SOCIEDAD ANONIMA,2021-06-01-22:07,,SANTA FE,VENADO TUERTO,ESPERANTO,266,,, 2600,DECLARADO,SANTA FE,VENADO TUERTO,ESPERANTO,266,,, 2600,DECLARADO
33717147419,BLOCKINAR TECHNOLOGIES,2021-04-21-00:00,SOCIEDAD ANONIMA,2021-05-07-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ITURRI,1365,,, 1427,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ITURRI,1365,,, 1427,DECLARADO
33717147559,ZINGALES COMPANY,2021-03-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-07-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,520,,31, 1005,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FLORIDA,520,,31, 1005,DECLARADO
33717147699,HG 3151,2021-04-16-00:00,SOCIEDAD ANONIMA,2021-05-07-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HOLMBERG,3151,,, 1430,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,HOLMBERG,3151,,, 1430,DECLARADO
33717147729,EXPRESO 38 S.R.L.,2021-03-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:19,,CHUBUT,PUERTO MADRYN,HEROES DE MALVINAS,320,,, 9120,DECLARADO,CHUBUT,PUERTO MADRYN,HEROES DE MALVINAS,320,,, 9120,DECLARADO
33717148059,LOGISTICA INTINE,2021-04-29-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:19,,BUENOS AIRES,EZEIZA,TUYUTI,124,,, 1804,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARANGUREN JUAN FELIPE DR.,570,1,C, 1405,DECLARADO
33717148199,FUNDACION EVOLUTIVA,2021-02-22-00:00,FUNDACION,2021-06-01-22:13,,MENDOZA,CORONEL DORREGO,JOSÉ MARÍA GUTIÉRREZ,1807,,, 5519,DECLARADO,MENDOZA,CORONEL DORREGO,JOSÉ MARÍA GUTIÉRREZ,1807,,, 5519,DECLARADO
33717148229,ASOCIACION CIVIL LOS PICAZOS,2021-03-17-00:00,ASOCIACION CIVIL,2021-06-01-22:07,,CORRIENTES,ESQUINA,25 DE MAYO,737,,, 3196,DECLARADO,CORRIENTES,ESQUINA,25 DE MAYO,0,,, 3196,DECLARADO
33717148679,GADA S.A.S.,2021-04-22-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-11-14:22,,CORDOBA,VILLA BELGRANO                *,LAVERAN CARLOS LUIS A.,6067,,, 5021,DECLARADO,CORDOBA,VILLA BELGRANO                *,LAVERAN CARLOS LUIS A.,6067,,, 5021,DECLARADO
33717148709,GPA REPUESTOS SRL,2020-10-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:10,,SANTA FE,SAN LORENZO,HIPOLITO IRIGOYEN,1755,,, 2200,DECLARADO,SANTA FE,SAN LORENZO,HIPOLITO IRIGOYEN,1755,,, 2200,DECLARADO
33717148989,BITBLOCK S.R.L.,2021-04-29-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-15-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZAPATA,476,8,35, 1426,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZAPATA,476,8,35, 1426,DECLARADO
33717149179,SMARTWELL S.R.L.,2021-04-09-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-03-08:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GAMARRA,1418,1,A, 1427,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GAMARRA,1418,1,A, 1427,DECLARADO
33717149349,MANDELA VIVIENDAS,2021-04-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-08-08:27,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUMACAHUA,279,5,, 1406,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PUMACAHUA,279,5,, 1406,DECLARADO
33717149519,BUENA IMAGEN OPTICA S.R.L,2019-12-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:27,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALBERDI JUAN BAUTISTA AV.,5916,,, 1440,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALBERDI JUAN BAUTISTA AV.,5916,,, 1440,DECLARADO
33717149659,PASO DE LAS PIEDRAS,2021-03-07-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:24,,CORRIENTES,GOB. ING. V. VIRASORO,MZ 383 CASA 46 BARRIO SAN MARTIN,0,,, 3342,DECLARADO,CORRIENTES,GOB. ING. V. VIRASORO,MZ 383 CASA 46 BARRIO SAN MARTIN,0,,, 3342,DECLARADO
33717149799,MY PROP,2021-04-15-00:00,SOCIEDAD ANONIMA,2021-05-11-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALLAO AV.,1234,6,607, 1023,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CALLAO AV.,1234,6,607, 1023,DECLARADO
33717150029,ANDRES & SEBASTIAN DESING,2021-05-05-14:35,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:19,,BUENOS AIRES,FLORIDA,ESMERALDA,2042,,, 1602,DECLARADO,BUENOS AIRES,FLORIDA,ESMERALDA,2042,,, 1602,DECLARADO
33717150339,MINJA,2021-04-08-00:00,SOCIEDAD ANONIMA,2021-06-03-08:32,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,4390,2,H, 1205,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,4390,2,H, 1205,DECLARADO
33717150479,FAMILUMO,2021-04-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-08-08:25,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PADILLA,752,4,H, 1414,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PADILLA,752,4,H, 1414,DECLARADO
33717150509,ENTRE AMIGOS CARNES PREMIUM SRL,2021-03-08-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-05-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,634,6,B, 1092,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,634,6,B, 1092,DECLARADO
33717150649,ASOCIACION CIVIL ESCUELA DE FUTBOL JUAN MANUEL AROSTEGUI,2021-04-28-00:00,ASOCIACION CIVIL,2021-05-11-08:12,,CORDOBA,SAN FRANCISCO,MALLAT GUSTAVO,68,,, 2400,DECLARADO,CORDOBA,SAN FRANCISCO,MALLAT GUSTAVO,68,,, 2400,DECLARADO
33717150789,MILEN STYLE,2021-04-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-11-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVELLANEDA AV.,1990,3,3, 1406,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVELLANEDA AV.,1990,3,3, 1406,DECLARADO
33717150819,ENDODONCIA,2021-04-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-11-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN AV.,2140,10,C, 1416,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN AV.,2140,10,C, 1416,DECLARADO
33717151149,KALPAN S.R.L,2019-04-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-13-04:31,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LADINES,2984,,, 1419,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LADINES,2984,,, 1419,DECLARADO
33717151289,ASOCIACION ARGENTINA DE PROFESORES DE PORTUGUES,1998-11-27-00:00,ASOCIACION CIVIL,2021-05-13-09:58,,SANTA FE,SANTA FE,CASTELLANOS,2021,,, 3000,DECLARADO,SANTA FE,SANTA FE,CASTELLANOS,2021,,, 3000,DECLARADO
33717151459,"PASTERNAK, NICOTERA Y ASOCIADOS S.R.L",2021-03-17-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-10-08:15,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAMPOS LUIS MARIA AV,559,5,503, 1426,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAMPOS LUIS MARIA AV,559,5,503, 1426,DECLARADO
33717151599,MASSANNO,2021-02-17-00:00,SOCIEDAD ANONIMA,2021-05-12-08:09,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,1082,,, 1008,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,1082,,, 1008,DECLARADO
33717151629,DEL FUEGO S.A.,2021-04-28-12:00,SOCIEDAD ANONIMA,2021-06-05-08:12,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORONADO MARTIN PJE.,3120,,, 1425,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORONADO MARTIN PJE.,3120,,, 1425,DECLARADO
33717151769,CASA ROASENDA S.R.L.,2020-08-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-01-22:08,,LA PAMPA,GENERAL PICO,9,165,,, 6360,DECLARADO,LA PAMPA,GENERAL PICO,9,165,,, 6360,DECLARADO
33717151939,REM SOFTORY S.A.S.,2021-05-04-00:00,SOCIEDAD POR ACCION SIMPLIFICADA,2021-06-01-22:06,,CORDOBA,BARRIO URCA                   *,DONACIANO DEL CAMPILLO,1312,,, 5009,DECLARADO,CORDOBA,BARRIO URCA                   *,DONACIANO DEL CAMPILLO,1312,,, 5009,DECLARADO
33717152099,AUTOPARTES VALLEJOS SOCIEDAD SIMPLE,2021-04-30-00:00,SOCIEDAD LEY 19550 CAPITULO I SECCION IV,2021-06-01-22:12,,BUENOS AIRES,SAN PEDRO,LINIERS,440,,A, 2930,DECLARADO,BUENOS AIRES,SAN PEDRO,LINIERS,440,,A, 2930,DECLARADO
